date,PICP_water_temperature,PGr_water_temperature,PA_water_temperature,PC_water_temperature
2023-10-05 17:35:00-06:00,32.09,28.56,33.12,31.19
2023-10-05 17:40:00-06:00,32.09,28.56,33.12,31.17
2023-10-26 09:10:00-06:00,27.17,25.05,28.36,26.98
2023-10-26 09:15:00-06:00,27.17,25.09,28.36,26.98
2023-10-26 09:20:00-06:00,27.17,25.12,28.36,26.98
2023-10-26 09:25:00-06:00,27.17,25.12,28.36,26.98
2023-10-26 09:30:00-06:00,27.17,25.11,28.36,26.98
2023-10-26 09:35:00-06:00,27.17,25.03,28.36,26.98
2023-10-26 09:40:00-06:00,27.17,25.03,28.32,26.94
2023-10-26 09:45:00-06:00,27.09,24.93,28.26,26.88
2023-10-26 09:50:00-06:00,27.13,24.93,28.26,26.88
2023-10-26 09:55:00-06:00,27.17,24.93,28.26,26.88
2023-10-26 10:00:00-06:00,27.21,24.93,28.26,26.88
2023-10-26 10:05:00-06:00,27.27,24.93,28.26,26.88
2023-10-26 10:10:00-06:00,27.37,24.93,28.26,26.88
2023-10-26 10:15:00-06:00,27.39,25.03,28.26,26.88
2023-10-26 10:20:00-06:00,27.47,25.03,28.26,26.88
2023-10-26 10:25:00-06:00,27.47,25.03,28.26,26.9
2023-10-26 10:30:00-06:00,27.43,24.97,28.26,26.88
2023-10-26 10:35:00-06:00,27.37,24.93,28.26,26.88
2023-10-26 10:40:00-06:00,27.37,24.93,28.26,26.88
2023-10-26 10:45:00-06:00,27.45,24.93,28.26,26.88
2023-10-26 10:50:00-06:00,27.47,24.93,28.26,26.88
2023-10-26 10:55:00-06:00,27.47,24.93,28.26,26.88
2023-10-26 11:00:00-06:00,27.55,24.93,28.26,26.88
2023-10-26 11:05:00-06:00,27.57,24.93,28.26,26.88
2023-10-26 11:10:00-06:00,27.57,24.93,28.26,26.9
2023-10-26 11:15:00-06:00,27.57,25.03,28.26,26.94
2023-10-26 11:20:00-06:00,27.57,25.01,28.36,26.98
2023-10-26 11:25:00-06:00,27.57,25.03,28.36,26.98
2023-10-26 11:30:00-06:00,27.57,25.03,28.36,26.98
2023-10-26 11:35:00-06:00,27.57,25.01,28.36,26.98
2023-10-26 11:40:00-06:00,27.57,25.03,28.36,26.98
2023-10-26 11:45:00-06:00,27.63,25.03,28.36,26.98
2023-10-26 11:50:00-06:00,27.66,25.03,28.36,26.98
2023-10-26 11:55:00-06:00,27.66,25.03,28.44,26.98
2023-10-26 12:00:00-06:00,27.66,25.03,28.46,26.98
2023-10-26 12:05:00-06:00,27.74,25.03,28.46,26.98
2023-10-26 12:10:00-06:00,27.76,25.03,28.46,26.98
2023-10-26 12:15:00-06:00,27.76,25.03,28.46,26.98
2023-10-26 12:20:00-06:00,27.76,25.03,28.46,26.98
2023-10-26 12:25:00-06:00,27.76,25.03,28.56,26.98
2023-10-26 12:30:00-06:00,27.76,25.03,28.56,26.98
2023-10-26 12:35:00-06:00,27.78,25.03,28.56,26.98
2023-10-26 12:40:00-06:00,27.86,25.03,28.56,26.98
2023-10-26 12:45:00-06:00,27.86,25.03,28.56,26.98
2023-10-26 12:50:00-06:00,27.86,25.03,28.56,26.98
2023-10-26 12:55:00-06:00,27.86,25.03,28.6,26.98
2023-10-26 13:00:00-06:00,27.86,25.03,28.65,27.0
2023-10-26 13:05:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:10:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:15:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:20:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:25:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:30:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:35:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:40:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:45:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:50:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 13:55:00-06:00,27.86,25.03,28.65,27.08
2023-10-26 14:00:00-06:00,27.86,25.05,28.65,27.08
2023-11-09 12:00:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:05:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:10:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:15:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:20:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:25:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:30:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:35:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:40:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:45:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:50:00-06:00,24.93,23.2,25.42,24.26
2023-11-09 12:55:00-06:00,24.93,23.2,25.42,24.2
2023-11-09 13:00:00-06:00,24.93,23.2,25.42,24.16
2023-11-09 13:05:00-06:00,24.93,23.2,25.42,24.16
2023-11-09 13:10:00-06:00,24.93,23.2,25.42,24.16
2023-11-09 13:15:00-06:00,24.93,23.2,25.42,24.16
2023-11-09 13:20:00-06:00,24.93,23.23,25.42,24.16
2023-11-09 13:25:00-06:00,24.93,23.23,25.42,24.16
2023-11-09 13:30:00-06:00,24.93,23.25,25.42,24.16
2023-11-09 13:35:00-06:00,24.93,23.25,25.42,24.16
2023-11-09 13:40:00-06:00,24.93,23.23,25.42,24.2
2023-11-09 13:45:00-06:00,24.93,23.29,25.42,24.26
2023-11-09 13:50:00-06:00,24.93,23.29,25.42,24.26
2023-11-09 13:55:00-06:00,24.93,23.29,25.42,24.26
2023-11-09 14:00:00-06:00,24.93,23.29,25.42,24.26
2023-11-09 14:05:00-06:00,24.93,23.27,25.42,24.2
2023-11-09 14:10:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:15:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:20:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:25:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:30:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:35:00-06:00,24.93,23.29,25.42,24.16
2023-11-09 14:40:00-06:00,24.93,23.25,25.42,24.12
2023-11-09 14:45:00-06:00,24.91,23.27,25.42,24.06
2023-11-09 14:50:00-06:00,24.84,23.27,25.42,24.06
2023-11-09 14:55:00-06:00,24.84,23.22,25.42,24.06
2023-11-09 15:00:00-06:00,24.84,23.2,25.42,24.06
2023-11-09 15:05:00-06:00,24.84,23.2,25.42,24.06
2023-11-09 15:10:00-06:00,24.84,23.2,25.42,24.04
2023-11-09 15:15:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:20:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:25:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:30:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:35:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:40:00-06:00,24.84,23.2,25.42,23.97
2023-11-09 15:45:00-06:00,24.84,23.2,25.42,23.93
2023-11-09 15:50:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 15:55:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:00:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:05:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:10:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:15:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:20:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:25:00-06:00,24.84,23.2,25.42,23.87
2023-11-09 16:30:00-06:00,24.84,23.2,25.4,23.87
2023-11-09 16:35:00-06:00,24.84,23.2,25.32,23.87
2023-11-09 16:40:00-06:00,24.84,23.2,25.36,23.87
2023-11-09 16:45:00-06:00,24.84,23.2,25.38,23.87
2023-11-09 16:50:00-06:00,24.84,23.2,25.32,23.81
2023-11-09 16:55:00-06:00,24.84,23.2,25.32,23.77
2023-11-09 17:00:00-06:00,24.84,23.2,25.32,23.77
2023-11-09 17:05:00-06:00,24.84,23.2,25.32,23.77
2023-11-09 17:10:00-06:00,24.84,23.2,25.32,23.77
2023-11-09 17:15:00-06:00,24.84,23.2,25.32,23.77
2023-11-09 17:20:00-06:00,24.84,23.2,25.32,23.68
2023-11-09 17:25:00-06:00,24.85,23.2,25.32,23.68
2023-11-09 17:30:00-06:00,24.93,23.2,25.32,23.68
2023-11-09 17:35:00-06:00,24.93,23.2,25.32,23.68
2023-11-09 17:40:00-06:00,24.93,23.2,25.32,23.68
2023-11-09 17:45:00-06:00,24.93,23.2,25.32,23.68
2023-11-09 17:50:00-06:00,24.93,23.2,25.32,23.68
2023-11-09 17:55:00-06:00,25.03,23.2,25.32,23.66
2023-11-09 18:00:00-06:00,25.03,23.2,25.32,23.58
2023-11-09 18:05:00-06:00,25.03,23.2,25.26,23.58
2023-11-09 18:10:00-06:00,25.03,23.2,25.24,23.58
2023-11-09 18:15:00-06:00,25.03,23.2,25.22,23.58
2023-11-09 18:20:00-06:00,25.03,23.2,25.22,23.52
2023-11-09 18:25:00-06:00,25.03,23.2,25.22,23.48
2023-11-09 18:30:00-06:00,25.03,23.2,25.22,23.48
2023-11-09 18:35:00-06:00,25.03,23.2,25.22,23.48
2023-11-09 18:40:00-06:00,25.01,23.2,25.12,23.48
2023-11-09 18:45:00-06:00,24.93,23.18,25.12,23.48
2023-11-09 18:50:00-06:00,24.93,23.14,25.12,23.48
2023-11-09 18:55:00-06:00,24.93,23.1,25.12,23.48
2023-11-09 19:00:00-06:00,24.89,23.1,25.12,23.41
2023-11-09 19:05:00-06:00,24.84,23.1,25.12,23.39
2023-11-09 19:10:00-06:00,24.84,23.1,25.12,23.39
2023-11-09 19:15:00-06:00,24.84,23.1,25.12,23.31
2023-11-09 19:20:00-06:00,24.76,23.1,25.12,23.29
2023-11-09 19:25:00-06:00,24.74,23.1,25.12,23.29
2023-11-09 19:30:00-06:00,24.74,23.1,25.12,23.29
2023-11-09 19:35:00-06:00,24.74,23.1,25.12,23.29
2023-11-09 19:40:00-06:00,24.74,23.1,25.12,23.29
2023-11-09 19:45:00-06:00,24.74,23.1,25.03,23.29
2023-11-09 19:50:00-06:00,24.74,23.1,25.03,23.27
2023-11-09 19:55:00-06:00,24.74,23.1,25.03,23.22
2023-11-09 20:00:00-06:00,24.72,23.1,25.03,23.2
2023-11-09 20:05:00-06:00,24.64,23.1,25.11,23.2
2023-11-09 20:10:00-06:00,24.64,23.1,25.11,23.2
2023-11-09 20:15:00-06:00,24.64,23.1,25.07,23.2
2023-11-09 20:20:00-06:00,24.64,23.1,25.12,23.2
2023-11-09 20:25:00-06:00,24.64,23.1,25.09,23.2
2023-11-09 20:30:00-06:00,24.64,23.1,25.03,23.2
2023-11-09 20:35:00-06:00,24.64,23.1,25.03,23.2
2023-11-09 20:40:00-06:00,24.64,23.1,25.03,23.2
2023-11-09 20:45:00-06:00,24.64,23.1,25.03,23.2
2023-11-09 20:50:00-06:00,24.64,23.1,25.03,23.12
2023-11-09 20:55:00-06:00,24.64,23.1,25.03,23.1
2023-11-09 21:00:00-06:00,24.64,23.1,25.03,23.1
2023-11-09 21:05:00-06:00,24.64,23.1,25.09,23.02
2023-11-09 21:10:00-06:00,24.64,23.1,25.11,23.0
2023-11-09 21:15:00-06:00,24.64,23.1,25.05,23.0
2023-11-09 21:20:00-06:00,24.64,23.1,25.03,23.08
2023-11-09 21:25:00-06:00,24.64,23.1,25.03,23.1
2023-11-09 21:30:00-06:00,24.64,23.1,25.03,23.1
2023-11-09 21:35:00-06:00,24.64,23.1,25.03,23.1
2023-11-09 21:40:00-06:00,24.64,23.1,24.97,23.1
2023-11-09 21:45:00-06:00,24.64,23.1,24.93,23.1
2023-11-09 21:50:00-06:00,24.64,23.0,24.93,23.1
2023-11-09 21:55:00-06:00,24.64,23.0,24.91,23.1
2023-11-09 22:00:00-06:00,24.64,23.0,24.84,23.14
2023-11-09 22:05:00-06:00,24.64,23.0,24.84,23.1
2023-11-09 22:10:00-06:00,24.64,22.97,24.84,23.1
2023-11-09 22:15:00-06:00,24.64,22.91,24.84,23.02
2023-11-09 22:20:00-06:00,24.62,22.91,24.78,23.0
2023-11-09 22:25:00-06:00,24.54,22.98,24.74,22.98
2023-11-09 22:30:00-06:00,24.54,22.93,24.74,22.91
2023-11-09 22:35:00-06:00,24.54,22.91,24.74,22.85
2023-11-09 22:40:00-06:00,24.54,22.91,24.74,22.81
2023-11-09 22:45:00-06:00,24.47,22.91,24.68,22.72
2023-11-09 22:50:00-06:00,24.45,22.91,24.64,22.72
2023-11-09 22:55:00-06:00,24.45,22.91,24.64,22.72
2023-11-09 23:00:00-06:00,24.45,22.85,24.72,22.64
2023-11-09 23:05:00-06:00,24.37,22.74,24.8,22.62
2023-11-09 23:10:00-06:00,24.35,22.62,24.89,22.62
2023-11-09 23:15:00-06:00,24.31,22.54,24.93,22.66
2023-11-09 23:20:00-06:00,24.26,22.52,24.93,22.72
2023-11-09 23:25:00-06:00,24.26,22.52,24.93,22.72
2023-11-09 23:30:00-06:00,24.27,22.56,24.87,22.81
2023-11-09 23:35:00-06:00,24.35,22.62,24.84,22.81
2023-11-09 23:40:00-06:00,24.35,22.62,24.84,22.77
2023-11-09 23:45:00-06:00,24.39,22.62,24.84,22.72
2023-11-09 23:50:00-06:00,24.45,22.62,24.76,22.74
2023-11-09 23:55:00-06:00,24.53,22.68,24.74,22.83
2023-11-10 00:00:00-06:00,24.54,22.72,24.74,22.91
2023-11-10 00:05:00-06:00,24.62,22.72,24.74,22.91
2023-11-10 00:10:00-06:00,24.64,22.72,24.74,22.91
2023-11-10 00:15:00-06:00,24.64,22.72,24.74,22.91
2023-11-10 00:20:00-06:00,24.64,22.72,24.74,22.91
